"","exchange","stock.symb","company","current.price","stock.vel1","stock.vel2","stock.vel3","reachighest","monthly.interest.n180","delta.range","pred.lwr","pred.median","pred.upr","is.interested"
"1","AMEX","AAMC","Altisource Asset Management Corp Com","24.860001","-0.397274513095454","0.0851657057401213","-0.00780659692156381","11.717%","8.47357810901794","2.13063164344328","18.05","25.5053891471225","29.86","FALSE"
"2","AMEX","AAU","Almaden Minerals Ltd. Common Shares","0.3795","-0.00209086517407032","-0.00055915023990691","-0.000121828665817355","0%","-7.15677258176316","0.0143972123323088","0.313","0.357446746346035","0.39",NA
"3","AMEX","ACU","Acme United Corporation. Common Stock","38.294701","0.00875111140320802","0.00658019844390433","0.0376032482662521","93.986%","-4.42858039524957","1.42469207653562","31.702","35.3000485925234","37.768","FALSE"
"4","AMEX","ACY","AeroCentury Corp. Common Stock","49.400002","-0.0178325187716744","0.00909750818496272","0.01857772037629","98.946%","NaN","6.52489105719269","37.563","53.9850153336984","60.537","TRUE"
"5","AMEX","ADRA","Adara Acquisition Corp. Class A Common Stock","9.83","0.000379393142246784","0.000126893240423493","0.00302272745403278","16.143%","0.185767674727777","0.0208594969684235","9.736","9.80283039051211","9.854","FALSE"
"6","AMEX","ADRA","Adara Acquisition Corp. Class A Common Stock","9.83","0.000379393142246784","0.000126893240423493","0.00302272745403278","99.552%","0.185767674727777","0.0208594969684235","9.736","9.80283039051211","9.854","FALSE"
"7","AMEX","AE","Adams Resources & Energy Inc. Common Stock","31.5394","-0.00774348214393762","0.0137432488744299","-0.011885793584578","13.236%","3.0486603193272","0.814370758261305","29.099","31.563004811793","32.923","FALSE"
"8","AMEX","AEF","Aberdeen Emerging Markets Equity Income Fund Inc. Common Stock","8.49","-0.0058604317484847","0.00401831231332155","0.003560477504856","96.125%","-0.571782246452013","0.112364362275713","8.052","8.44930858946263","8.75","FALSE"
"9","AMEX","AGE","AgeX Therapeutics Inc. Common Stock","0.8036","-0.0119139704350387","-0.000830147697638456","-0.00443181946687162","0.374%","-8.805353885658","0.0403676831781468","0.594","0.901880774741159","1.136","FALSE"
"10","AMEX","AIM","AIM ImmunoTech Inc. Common Stock","1.8","-0.0496053168208268","-0.0895990254973061","-0.00717468424617776","11.965%","-2.02580038511595","0.0531515302148513","1.775","1.93031310823418","2.022","FALSE"
"11","AMEX","AINC","Ashford Inc. (Holding Company) Common Stock","16.209999","-0.133966224348846","-0.0187213547841146","-0.0199137026668529","3.147%","-2.10190032504795","0.993776593396888","9.039","16.9161686223364","22.839","FALSE"
"12","AMEX","AIRI","Air Industries Group Common Stock","1.088","0.00633684919442984","-0.00774327532167224","0.000183776215511174","15.344%","-3.05804455196319","0.0517933305430773","0.946","1.10214153526902","1.187","FALSE"
"13","AMEX","AMBO","Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares","1.31","-0.0063742060476086","0.00145760080386672","-0.00518486547886357","3.057%","-11.3867305181492","0.0928497311607543","0.825","1.25905170074702","1.572","FALSE"
"14","AMEX","AMPE","Ampio Pharmaceuticals Inc.","1.535","-0.00434586977724198","-0.000987851659406551","0.00207797820510487","9.144%","-2.37414709109819","0.0857557341753648","1.277","1.56109853626286","1.759",NA
"15","AMEX","AMS","American Shared Hospital Services Common Stock","3","-0.000137418030205637","0.00103874956936805","-3.07015084960985e-05","48.171%","0.0690650014196104","0.0499849374281602","2.343","2.82821961676009","3.142","FALSE"
"16","AMEX","ANVS","Annovis Bio Inc. Common Stock","29.219999","0.00607012093370108","0.201761549865839","-0.07440846287203","82.582%","-14.5203523832713","0.917771310239004","-26.337","30.5785361605431","80.627","FALSE"
"17","AMEX","APT","Alpha Pro Tech Ltd. Common Stock","6.12","0.00127676823001119","0.00239722893408628","0.0123446534573191","80.967%","-4.55829616774031","0.378754633702215","4.908","7.01470302031234","8.137","FALSE"
"18","AMEX","ARMP","Armata Pharmaceuticals Inc. Common Stock","3.59","-1.95145070348769","-0.662088411084826","0.000420925922714645","6.293%","-3.91159616625809","0.146825311419931","3.071","3.46624359469591","3.61",NA
"19","AMEX","ASM","Avino Silver & Gold Mines Ltd. Common Shares (Canada)","0.9225","-0.00035555597011073","-0.000853253080087138","0.00107107203265752","39.988%","-8.35717983953391","0.0345652771203575","0.665","0.80564797006403","0.906","FALSE"
"20","AMEX","ASXC","Asensus Surgical Inc. Common Stock","1.79","-0.0294290062437445","0.0294141028775718","-0.0407574770730615","13.174%","-7.11954253174649","0.0662768144109407","0.941","1.83145966355166","2.588","FALSE"
"21","AMEX","ATNM","Actinium Pharmaceuticals Inc. (Delaware) Common Stock","8.32","-0.0653951738704939","-0.0728816175870637","-0.00564058352246611","14.755%","0.118568806676289","0.484050681103342","5.826","7.70562747850054","8.912","FALSE"
"22","AMEX","AUMN","Golden Minerals Company Common Stock","0.455","-0.00299128203992912","-0.000414643001041389","0.000650368632723911","0.155%","-9.72821955349102","0.0182470873151956","0.308","0.405566179090499","0.484",NA
"23","AMEX","AWX","Avalon Holdings Corporation Common Stock","3.97","-0.00345762749025421","0.00113091132456552","0.00238452673710649","62.988%","-1.2176708139861","0.126670069253368","3.357","4.17874850957423","4.716","FALSE"
"24","AMEX","AXU","Alexco Resource Corp Common Shares (Canada)","1.7601","-0.00371177583139692","0.00014381283136061","0.00210984549736311","0.93%","-12.5790419908523","0.0844093736688478","0.957","1.38148902460011","1.715",NA
"25","AMEX","BATL","Battalion Oil Corporation Common Stock","10.29","-0.0304361608663904","0.0205519087472251","-0.0192819594661042","1.473%","-6.30183230610385","0.515335969097123","7.508","9.56775711777772","11.28","FALSE"
"26","AMEX","BCV","Bancroft Fund Ltd.","30.35","0.00426401279562524","0.00723854673422379","0.0233897163502694","91.847%","-0.287463728525916","0.362815486788037","29.211","30.5387099043891","31.507","TRUE"
"27","AMEX","BDL","Flanigan's Enterprises Inc. Common Stock","28.879999","0.0335482241831469","0.00938970992263612","0.00489075927944853","96.311%","-2.91740653591139","0.700628390778718","17.013","26.7989746761135","34.555","FALSE"
"28","AMEX","BDR","Blonder Tongue Laboratories Inc. Common Stock","1.08","-0.000258512941272376","0.0010137260092089","0.000535856285149834","22.536%","-2.85890939319785","0.0706323325605069","0.887","1.14570982232979","1.255","FALSE"
"29","AMEX","BDR","Blonder Tongue Laboratories Inc. Common Stock","1.08","-0.000258512941272376","0.0010137260092089","0.000535856285149834","22.567%","-2.85890939319785","0.0706323325605069","0.887","1.14570982232979","1.255","FALSE"
"30","AMEX","BGI","Birks Group Inc. Common Stock","3.88","-0.000309569818492024","0.000928063302921529","0.00296413819788211","99.969%","8.42505724617471","0.430730996949677","2.058","3.92382231541501","4.823","TRUE"
"31","AMEX","BHB","Bar Harbor Bankshares Inc. Common Stock","30.030001","0.0115483228154594","0.010797323316442","0.00848975367247664","92.591%","-0.676453629700202","0.576883188203027","25.592","27.8715816652905","29.677","FALSE"
"32","AMEX","BKTI","BK Technologies Corporation Common Stock","2.9808","0.00368788229162253","-0.00117152475789719","-0.000359939089916851","26.224%","-4.52389462314561","0.0871411857311273","2.228","2.78660644143682","3.208","FALSE"
"33","AMEX","BMTX","BM Technologies Inc. Common Stock","9.42","0.00273733470429409","0.00119096398064835","-0.0144451285747474","74.868%","-6.9223010732636","0.339737906539995","6.186","8.46964142191558","10.327","FALSE"
"34","AMEX","BRBS","Blue Ridge Bankshares Inc. Common Stock","18.700001","0.00429089048223706","0.0078808834593108","0.00663310800739185","99.969%","1.3897144514283","0.398424849480378","17.414","18.3035523741723","18.746","FALSE"
"35","AMEX","BRG","Bluerock Residential Growth REIT Inc. Class A Common Stock","13.52","0.00140256245932312","-0.00207870371848796","0.00277560102454114","99.496%","7.37528323316583","0.528369384179655","12.385","13.8169324384253","14.638","FALSE"
"36","AMEX","BRN","Barnwell Industries Inc. Common Stock","2.515","-0.00197102050084274","0.000503871124317008","0.00247667552513107","91.383%","-2.92927333098619","0.151619819245333","1.795","2.56246931684797","3.062","TRUE"
"37","AMEX","BTG","B2Gold Corp Common shares (Canada)","4.1","-0.002509633679802","0.00120575856616399","0.00340057748586332","85.927%","-5.15466634670297","0.110714234432493","2.84","3.54086302223064","4.121","FALSE"
"38","AMEX","BTN","Ballantyne Strong Inc. Common Stock","3.1238","0.000672160498054086","-0.00106224415705273","0.00181524710372527","44.73%","-9.75008673753472","0.168707032873186","2.331","2.86630036865932","3.277","FALSE"
"39","AMEX","BTN","Ballantyne Strong Inc. Common Stock","3.1238","0.000672160498054086","-0.00106224415705273","0.00181524710372527","45.195%","-9.75008673753472","0.168707032873186","2.331","2.86630036865932","3.277","FALSE"
"40","AMEX","BTTR","Better Choice Company Inc. Common Stock","4.02","-0.0476502167581142","-0.237603534967918","-0.0469998897240965","38.903%","-17.0499136511524","0.120156754884761","0.142","2.56902613875525","4.743","FALSE"
"41","AMEX","CANF","Can-Fite Biopharma Ltd Sponsored ADR (Israel)","1.5","-0.0575274094450326","-0.0317414307170509","-0.0153715230007274","11.004%","-6.56502734323458","0.0610656711289437","1.317","1.59909342624528","1.808","FALSE"
"42","AMEX","CCF","Chase Corporation Common Stock","101.25","0.0312857044164113","0.11488550769453","0.0185845408183388","63.856%","-0.767135549389908","2.26025147325765","94.678","106.419466442693","115.989","FALSE"
"43","AMEX","CDOR","Condor Hospitality Trust Inc. Common Stock","7.279","-0.0539552954670374","0.00176711297277106","-0.00815912705556621","2.418%","9.25516088960614","0.116186081724891","6.309","7.33131707195668","8.196","FALSE"
"44","AMEX","CDOR","Condor Hospitality Trust Inc. Common Stock","7.279","-0.0539552954670374","0.00176711297277106","-0.00815912705556621","2.449%","9.25516088960614","0.116186081724891","6.309","7.33131707195668","8.196","FALSE"
"45","AMEX","CDOR","Condor Hospitality Trust Inc. Common Stock","7.279","-0.0539552954670374","0.00176711297277106","-0.00815912705556621","2.542%","9.25516088960614","0.116186081724891","6.309","7.33131707195668","8.196","FALSE"
"46","AMEX","CEI","Camber Energy Inc. Common Stock","1.195","-44663.9405689108","-4839.86825689839","-1.66594228847009","0.837%","36.3553077464393","0.411609079244812","0.518","1.86780808284752","2.419",NA
"47","AMEX","CET","Central Securities Corporation Common Stock","44.209599","0.00604599525865599","0.0172255205786998","0.0218592104580115","100%","1.16238376392168","0.439727049533843","42.698","43.809219475661","44.618",NA
"48","AMEX","CEV","Eaton Vance California Municipal Income Trust Shares of Beneficial Interest","13.88","0.00219631175803982","-0.00196351676949425","0.00462422025103931","98.698%","0.345458924958253","0.166254700006277","13.423","13.9313783682932","14.231","FALSE"
"49","AMEX","CIK","Credit Suisse Asset Management Income Fund Inc. Common Stock","3.46","-0.000289309988180019","0.00102893116984602","0.0015679526061566","98.109%","0.256602592495669","0.0217188183852794","3.395","3.45849636100845","3.506","TRUE"
"50","AMEX","CIK","Credit Suisse Asset Management Income Fund Inc. Common Stock","3.46","-0.000289309988180019","0.00102893116984602","0.0015679526061566","98.45%","0.256602592495669","0.0217188183852794","3.395","3.45849636100845","3.506",NA
"51","AMEX","CIX","CompX International Inc. Common Stock","22","-0.00271421842859387","0.00468603327507651","0.0100429715025288","94.761%","0.00869985729465839","0.755014185566324","19.726","21.843834210448","22.941","TRUE"
"52","AMEX","CKX","CKX Lands Inc. Common Stock","12.12","-0.0012817257558407","-4.48778655268903e-05","0.00246971832624794","16.899%","-2.98427883160368","-0.0975781856271851","9.474","10.8427270662813","11.692","FALSE"
"53","AMEX","CLM","Cornerstone Strategic Value Fund Inc. New Common Stock","13.89","6.43189575278582e-05","0.0040200587239068","0.00822131666222326","99.969%","4.63504639843184","0.115998294440487","12.815","13.4949145838134","13.994","TRUE"
"54","AMEX","CMCL","Caledonia Mining Corporation Plc Common Shares","12.435","-0.00192490679027695","0.00435477513182173","0.0161321187656622","85.555%","-2.19585749448648","0.311089570275016","10.289","11.9648291127209","13.261","FALSE"
"55","AMEX","CMT","Core Molding Technologies Inc Common Stock","11.17","0.0179806869534041","0.00122431684652625","0.011139016301084","27.557%","-3.85018045184787","0.437285377046692","9.768","12.2878876482174","14.222","FALSE"
"56","AMEX","COHN","Cohen & Company Inc.","18.500099","-0.00797739110506041","0.0019006500261817","0.0311083792424494","92.436%","-3.22609167260927","0.992887410743037","12.422","19.8708555331827","23.322","TRUE"
"57","AMEX","CPHI","China Pharma Holdings Inc. Common Stock","0.6114","-3.20107536141154e-05","0.00012655348180395","0.000754947502022642","92.002%","-2.08335304631894","0.0530691461683226","0.452","0.662219196988266","0.777","TRUE"
"58","AMEX","CQP","Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units","42.810001","0.00705828513410429","0.0155186077985426","0.00856382784424084","96.187%","0.427158337864308","1.2992768320681","39.937","42.7780981244636","44.423","FALSE"
"59","AMEX","CRF","Cornerstone Total Return Fund Inc. (The) Common Stock","13.44","0.00113705474531696","0.00357902272773703","0.00800416762425669","99.969%","4.58930996744351","0.104151577273797","12.441","13.1149407765881","13.64","TRUE"
"60","AMEX","CTEK","CynergisTek Inc. Common Stock","1.7105","3.06771936323672e-05","0.0026559805343976","-0.00481774912620639","48.543%","-1.6436802987719","0.0936019260337702","1.439","1.90046412942174","2.156","FALSE"
"61","AMEX","CVM","Cel-Sci Corporation Common Stock","11.96","-0.0707816654304443","-0.0167653143760865","0.017925134825189","3.503%","-14.9646197304494","0.327645364076488","-1.281","7.56017311570759","15.528",NA
"62","AMEX","CVR","Chicago Rivet & Machine Co. Common Stock","26.51","0.00427945574462307","0.0102185290713268","-0.00258736764342824","46.218%","0.447834337482544","0.420187122017776","25.594","26.6631324172574","27.184","FALSE"
"63","AMEX","CVU","CPI Aerostructures Inc. Common Stock","2.9994","-0.00120475855862207","0.00289625469532897","-0.00697342163680768","11.531%","-6.47633377911839","0.117143347216626","2.363","2.68402852549178","2.906","FALSE"
"64","AMEX","CYBN","Cybin Inc. Common Shares","1.84","-0.00621694498310082","0.00746788107880923","0.00723374366746362","88.22%","4.37433310747408","0.188475096229133","1.544","2.4959436990287","3.136","FALSE"
"65","AMEX","DHY","Credit Suisse High Yield Bond Fund Common Stock","2.4941","-5.3265307738935e-05","0.00102349656046009","0.000761006694559672","98.791%","0.684974862841492","0.0203218222976189","2.469","2.51909315814587","2.555","FALSE"
"66","AMEX","DIT","AMCON Distributing Company Common Stock","128.658905","0.0102937509575172","0.00627229633620699","0.0936428511623092","98.698%","1.2677101985709","10.3689701724887","125.731","160.671672921243","174.454","FALSE"
"67","AMEX","DLA","Delta Apparel Inc. Common Stock","26.75","-0.0042783682195013","0.00125903670373594","0.00852431050051051","94.792%","-3.38619394096208","0.92480363702191","24.141","27.2887935120456","29.296","TRUE"
"68","AMEX","DMF","BNY Mellon Municipal Income Inc. Common Stock","8.89","0.00136914057664153","-0.000697401714875175","0.00286540186204639","98.946%","1.03778470767044","0.17888579930948","9.182","9.68870958068348","9.964","FALSE"
"69","AMEX","DNN","Denison Mines Corp Ordinary Shares (Canada)","1.74","-0.00117900705984592","2.17150130148792e-05","0.00120415901290705","99.597%","6.89595034443704","0.128457363734491","1.213","1.6282447587612","1.866","TRUE"
"70","AMEX","DPW","Ault Global Holdings Inc. Common Stock","2.181","0.279378168742213","0.511721758561555","-0.0750588408761077","56.138%","-2.26082936368734","0.119599794902761","1.954","2.40630526184225","2.687","FALSE"
"71","AMEX","DSS","DSS Inc. Common Stock","1.215","-0.419330530485479","0.0300142408946511","-0.0413932577531644","3.72%","-17.7441102484835","0.0314640472981011","0.15","0.819225249749906","1.434","FALSE"
"72","AMEX","DXF","Dunxin Financial Holdings Limited American Depositary Shares","1.365","-0.0192662664063971","0.0020235647940525","-0.00199444935688486","8.896%","-4.18008153326199","0.0861998795051377","0.993","1.38330416513249","1.541","FALSE"
"73","AMEX","DXR","Daxor Corporation Common Stock","11.06","-0.000118223170464694","-0.00392998923730087","0.00209929843981254","85.338%","1.26173119391866","0.299417297264867","8.581","11.0269191723812","12.656","FALSE"
"74","AMEX","EAD","Wells Fargo Income Opportunities Fund Common Shares","8.955","0.000212072363919232","0.00226887332877883","0.00365949397021148","98.45%","1.36493588672129","0.0690065500991786","8.86","9.07708143318571","9.227",NA
"75","AMEX","ECF","Ellsworth Growth and Income Fund Ltd.","13.896","0.00193750798327785","0.00379597990407911","0.0110135798216029","91.971%","-0.631973120309104","0.1913860146026","12.972","13.948418030782","14.715","TRUE"
"76","AMEX","EIM","Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value","13.4","0.00209898901289004","-0.000343097785244737","0.00444346523871661","98.512%","0.15997471755469","0.108865440439748","13.227","13.6165533314004","13.929","FALSE"
"77","AMEX","ELA","Envela Corporation Common Stock","4.36","-0.00650976497071939","0.000212106702370335","0.00761090580200144","91.754%","-2.42403170578317","0.113016508500692","3.307","4.132835524033","4.749","TRUE"
"78","AMEX","ELLO","Ellomay Capital Ltd Ordinary Shares (Israel)","31.6","0.00175684253686274","0.000549374752888589","0.0392103725864687","88.5%","-1.69191898602651","0.294093269260372","24.125","27.3217252644145","29.966","FALSE"
"79","AMEX","ELMD","Electromed Inc. Common Stock","10.99","0.00140927125406192","0.00395629889250068","0.0102356761281908","86.082%","2.45527079529406","0.290142495012589","10.526","12.2785539103762","13.706","FALSE"
"80","AMEX","EMAN","eMagin Corporation Common Stock","2.67","-0.00146006704001767","-0.000792318370204703","0.00388061423829896","92.405%","-5.83193384225047","0.118360885880392","1.394","2.32202951586576","3.007","TRUE"
"81","AMEX","EMX","EMX Royalty Corporation Common Shares (Canada)","2.73","-0.00189382467837851","0.000582554262689701","0.00350826952243008","90.67%","-4.87928381272852","0.099432176858258","2.282","2.57604696388003","2.752",NA
"82","AMEX","ENSV","Enservco Corporation Common Stock","1.19","0.00378729860684709","0.00826933055777723","-0.00879393243413978","19.312%","-2.06243197785796","0.0926323843724361","0.98","1.30545020941966","1.471","FALSE"
"83","AMEX","ENX","Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value","12.53","0.00177037219083767","-0.00143944191950949","0.00304124232188807","99.597%","-0.243470376416133","0.151987892835223","12.115","12.490773857824","12.698","FALSE"
"84","AMEX","EPM","Evolution Petroleum Corporation Inc. Common Stock","5.89","-0.00556584650824892","0.00659655270225367","-0.00368020096373508","65.282%","7.69534228679878","0.247685930461728","4.577","5.79763083125138","6.716","FALSE"
"85","AMEX","EQX","Equinox Gold Corp. Common Shares","7.265","0.0103487589244469","0.024089464164984","-0.0161637636170707","57.391%","-3.61313409827729","0.250307260003581","5.036","6.7429602763265","8.166","FALSE"
"86","AMEX","ERC","Wells Fargo Multi-Sector Income Fund Common Stock no par value","13.44","-0.000363520193088114","0.00348781459592294","0.00514199295013493","98.884%","1.77858970743972","0.172835019192547","13.162","13.5911754172776","13.774","TRUE"
"87","AMEX","ERH","Wells Fargo Utilities and High Income Fund","14.4878","0.0020044406311663","0.00261004151679459","0.00468988713108438","98.481%","0.680320081353747","0.297969772364818","13.659","14.4579521330032","14.983","TRUE"
"88","AMEX","ESP","Espey Mfg. & Electronics Corp. Common Stock","14.79","0.00154396443777031","0.00551695587620688","-0.012958337257877","64.693%","-0.644924053044871","0.267533078842675","14.003","14.61823234681","15.04","FALSE"
"89","AMEX","EVBN","Evans Bancorp Inc. Common Stock","39.900002","0.0107176211503276","0.0350752700320969","0.00236562398468418","61.903%","1.4758496503904","0.471284605216738","38.124","39.931850772478","41.263","FALSE"
"90","AMEX","EVI","EVI Industries Inc.  Common Stock","31.5","0.00384912265332642","0.0642162194643247","-0.0103534732108419","63.856%","-1.28129722299665","0.904266186884854","22.634","27.8887965353312","31.671","FALSE"
"91","AMEX","EVI","EVI Industries Inc.  Common Stock","31.5","0.00384912265332642","0.0642162194643247","-0.0103534732108419","64.011%","-1.28129722299665","0.904266186884854","22.634","27.8887965353312","31.671","FALSE"
"92","AMEX","EVM","Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value","11.88","0.00255457429844644","-0.00173774051907112","0.00378528175695354","96.559%","0.285507207753311","0.0891702244750974","11.761","12.0079352020616","12.177","FALSE"
"93","AMEX","EVV","Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest","13.2","-0.000163217747614996","0.00231595376696074","0.00465477741169081","98.76%","1.25839864395745","0.0831540518242235","13.192","13.4394563562469","13.616",NA
"94","AMEX","EXN","Excellon Resources Inc. Common Shares","1.37","-0.0139456604275555","0.00239202438506994","-0.00178515548506879","0.031%","-13.8542296270563","0.0769725125073251","0.889","1.24553242568402","1.533","FALSE"
"95","AMEX","FAX","Aberdeen Asia-Pacific Income Fund Inc Common Stock","4.215","-0.00107449905861859","0.000523347206748724","0.00144319798146969","91.507%","-0.146712944365202","0.0596678448133119","4.064","4.20674250819155","4.298","TRUE"
"96","AMEX","FCO","Aberdeen Global Income Fund Inc. Common Stock","8.2702","-0.00170719738184736","0.0022383302245313","0.00378533698822475","97.644%","-0.648070188415117","0.177973396102985","7.649","8.47816105055098","9.129","TRUE"
"97","AMEX","FEN","First Trust Energy Income and Growth Fund","14.88","0.000911528617646066","0.00388406842893192","-0.00670665445311739","18.661%","0.10762964563924","0.228459754710215","13.107","14.1207418565221","14.91","FALSE"
"98","AMEX","FRD","Friedman Industries Inc. Common Stock","13.7","-0.00611266267574823","0.00386512183929362","0.006961339095241","95.939%","0.636946923858517","0.44139662807541","10.847","13.1931283670919","14.868","TRUE"
"99","AMEX","FSI","Flexible Solutions International Inc. Common Stock (CDA)","3.5757","0.000362026150269912","0.00053361211711034","0.00224537209509086","93.025%","0.72120720604345","0.146880976603127","3.127","3.76071069471622","4.189","TRUE"
"100","AMEX","FSP","Franklin Street Properties Corp. Common Stock","4.585","-0.00046528230897184","-0.00218435799112305","-0.00333387962885558","45.35%","-1.60623980987949","0.147622773234573","4.304","4.77257733121715","5.091","FALSE"
"101","AMEX","FTF","Franklin Limited Duration Income Trust Common Shares of Beneficial Interest","9.0402","-0.000430658868611621","0.00205231243474949","0.00286172714915564","98.326%","0.663417250176912","0.0534085178917501","9.029","9.21445944569412","9.341","TRUE"
"102","AMEX","FTSI","FTS International Inc. Class A Common Stock","26.49","-0.793057964042416","-0.401071467716819","0.077661909837408","7.889%","-1.05941447852194","1.24966780248505","19.049","24.6182939809922","28.977",NA
"103","AMEX","FURY","Fury Gold Mines Limited Common Shares","0.6571","0.00395597580465017","-0.00387954020473926","-0.00226978147463231","30.772%","-15.4146996595569","0.0245870894647595","0.373","0.538291197351953","0.683","FALSE"
"104","AMEX","GAU","Galiano Gold Inc.","0.7643","-0.00220934447936062","-0.0040154018204843","0.00070023713695058","41.042%","-10.7971023950389","0.0270745926352021","0.521","0.667064721100729","0.783","FALSE"
"105","AMEX","GBR","New Concept Energy Inc Common Stock","3.7209","0.000150460539502165","0.000588098851674898","0.00466262156031844","91.383%","-3.94588842413911","0.302205378469097","2.557","4.1405025700671","4.827","TRUE"
"106","AMEX","GDP","Goodrich Petroleum Corporation Common Stock","20.23","-0.00446386114112239","-0.0190940461812677","0.0331155336534813","98.38%","14.9931287453205","1.62407695639718","20.79","24.1646968486737","25.505","FALSE"
"107","AMEX","GGN","GAMCO Global Gold Natural Resources & Income Trust","3.8788","-0.00225643819723427","0.000518870765878564","0.000874250191763993","0.651%","-0.340401013784641","0.0428041713936942","3.611","3.82312537398916","3.998",NA
"108","AMEX","GLDG","GoldMining Inc. Common Shares","1.3113","-0.00084847293947345","-0.000683055239691671","0.00175678851915256","86.764%","-5.56188363831079","0.0641291010277172","0.934","1.18895529533922","1.365","FALSE"
"109","AMEX","GLO","Clough Global Opportunities Fund Common Stock","12.91","0.00129720405667427","0.00433904445158963","0.0089255043022086","99.969%","1.2155860134943","0.128102563653645","12.146","12.7106713033195","13.221","TRUE"
"110","AMEX","GLQ","Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest","15.47","0.00178496147437825","0.00688133225084466","0.0093736371295907","100%","1.06084796317438","0.130031140714699","14.525","15.2613145649631","15.98",NA
"111","AMEX","GLTA","Galata Acquisition Corp. Class A Ordinary Shares","9.96","0.00431086427589094","0.0107696220930241","0.00267367928938806","59.375%","0.3501855520613","0.0923636484658701","9.83","9.99999752388256","10.05","FALSE"
"112","AMEX","GLU","Gabelli Global Utility Common Shares of Beneficial Ownership","20.33","-0.000146139948866008","0.006580246990066","0.0080788072542392","94.575%","-1.28598402277809","0.149358362768396","19.114","20.1043004855625","20.947","TRUE"
"113","AMEX","GLV","Clough Global Dividend and Income Fund Common Shares of beneficial interest","11.4099","0.00176568039657099","0.00402709484686424","0.00477061769308682","97.489%","0.821259090154247","0.0947928457898346","10.814","11.4604977081188","12.094","TRUE"
"114","AMEX","GOED","1847 Goedeker Inc. Commom Stock","3.06","-0.0142798428607366","-0.0720639029808602","-0.00323089115886191","41.176%","-8.28552712122517","-0.0236676526428994","-0.315","2.50652811240457","4.148","FALSE"
"115","AMEX","GORO","Gold Resource Corporation Common Stock","1.7928","-0.0107646786558445","0.00305206001296843","-0.00269647241871604","0%","-11.1052042453296","0.0684186131310582","1.033","1.43129405661909","1.746","FALSE"
"116","AMEX","GPL","Great Panther Mining Limited Ordinary Shares (Canada)","0.4467","-0.00106777173076227","-0.000249591971627828","-9.72155960464469e-05","46.9%","-10.9915184436362","0.0187094165076829","0.296","0.393681943573704","0.47",NA
"117","AMEX","GRF","Eagle Capital Growth Fund Inc. Common Stock","9.2836","0.001995094209748","0.000933689599298845","0.00303555840307798","99.566%","0.620903419132168","0.0771213964120747","9.155","9.41448723156456","9.591","FALSE"
"118","AMEX","GROY","Gold Royalty Corp. Common Shares","4.89","0.00369438505826457","-0.00618161762637318","0.017762251462737","44.958%","0.376179297475931","0.202738678723321","4.304","5.16543915187715","5.678","FALSE"
"119","AMEX","GSAT","Globalstar Inc. Common Stock","1.625","0.00292791781785875","-0.00133525217887385","0.00160799825261107","16.956%","4.52800738391765","0.137237203462902","1.233","1.83033651067214","2.15","FALSE"
"120","AMEX","GSS","Golden Star Resources Ltd Common Stock","3.675","-0.00692779619963254","0.00142577315915175","-0.000685598037458227","0%","-4.83687109724054","0.169443369482906","1.649","2.43062598619309","3.024","FALSE"
"121","AMEX","GSS","Golden Star Resources Ltd Common Stock","3.675","-0.00692779619963254","0.00142577315915175","-0.000685598037458227","0.62%","-4.83687109724054","0.169443369482906","1.649","2.43062598619309","3.024","FALSE"
"122","AMEX","GSV","Gold Standard Ventures Corporation Common Stock (Canada)","0.4675","-0.000700299210861246","9.43245972468467e-05","-0.000895487601853866","41.042%","-5.7814978060578","0.0209487667022721","0.4","0.443914619639255","0.468","FALSE"
"123","AMEX","GTE","Gran Tierra Energy Inc. Common Stock","0.9361","-0.00690133853217922","0.000739375193437499","-0.00260818790503674","16.863%","3.30179243636095","0.0574447119306338","0.523","0.776590178483792","0.948","FALSE"
"124","AMEX","HMG","HMG/Courtland Properties Inc. Common Stock","17.41","-0.00138088550651586","0.00874537514921455","0.00243136459744386","98.729%","6.6186753156851","0.114581637561969","14.472","18.7482361387307","20.727","FALSE"
"125","AMEX","HNW","Pioneer Diversified High Income Fund Inc.","15.66","-0.000922571713691345","0.00270314540341277","0.00608206970084687","99.566%","1.63613211870117","0.175584111496434","15.608","15.8972169730192","15.973","TRUE"
"126","AMEX","HUSA","Houston American Energy Corporation Common Stock","1.87","-0.00206050012271638","0.00200681447441673","-0.00145675243346001","50.806%","4.14458439580156","0.170769360143517","1.634","2.18366441271265","2.318","FALSE"
"127","AMEX","IAF","Aberdeen Australia Equity Fund Inc Common Stock","6.105","-0.00196885545205294","0.00208284523141313","0.00340224262287755","95.536%","-0.816389262572825","0.101068717518523","5.794","6.07748131047373","6.282","TRUE"
"128","AMEX","IBIO","iBio Inc. Common Stock","0.7849","0.00513106082774505","-0.00873143470804209","0.00151174051033948","20.242%","-9.44946720856409","0.0276015125849796","0.723","0.906922362302637","1.053","FALSE"
